Identificador do processo de viagem ,Sequência Trecho,Origem - Data,Origem - País,Origem - UF,Origem - Cidade,Destino - Data,Destino - País,Destino - UF,Destino - Cidade,Meio de transporte,Número Diárias,Missao?
13467195,40,20171215,Brasil,Pará,Pacajá,20171222,Brasil,Distrito Federal,Brasília,Veículo Oficial,7.00,"Sim
"
13467195,7,20170321,Brasil,Rio de Janeiro,Rio de Janeiro,20170403,Brasil,Distrito Federal,Brasília,Veículo Oficial,13.00,"Sim
"
13467195,21,20170622,Brasil,Rio de Janeiro,Rio de Janeiro,20170628,Brasil,Distrito Federal,Brasília,Veículo Oficial,6.00,"Sim
"
13467195,25,20170713,Brasil,Rio de Janeiro,Rio de Janeiro,20170725,Brasil,Distrito Federal,Brasília,Veículo Oficial,12.00,"Sim
"
13467195,17,20170604,Brasil,Rio de Janeiro,Rio de Janeiro,20170619,Brasil,Distrito Federal,Brasília,Veículo Oficial,15.00,"Sim
"
13467195,15,20170510,Brasil,Rio de Janeiro,Rio de Janeiro,20170603,Brasil,Distrito Federal,Brasília,Veículo Oficial,24.00,"Sim
"
13467195,2,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,20170209,Brasil,Roraima,Boa Vista,Veículo Oficial,31.00,"Sim
"
13467198,2,20170127,Brasil,Distrito Federal,Brasília,20170127,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13467198,1,20170122,Brasil,Bahia,Salvador,20170127,Brasil,Distrito Federal,Brasília,Aéreo,5.00,"Sim
"
13467213,2,20170120,Brasil,São Paulo,São Paulo,20170120,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13467213,1,20170115,Brasil,Distrito Federal,Brasília,20170120,Brasil,São Paulo,São Paulo,Aéreo,2.00,"Sim
"
13467316,1,20170108,Brasil,Pernambuco,Recife,20170201,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Sim
"
13467316,2,20170201,Brasil,São Paulo,Guarulhos,20170201,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13467360,1,20170201,Brasil,Pernambuco,Recife,20170224,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Sim
"
13467360,2,20170224,Brasil,São Paulo,Guarulhos,20170224,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13467408,2,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,20170121,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13467408,5,20170307,Brasil,Espírito Santo,Vitória,20170510,Brasil,Rio Grande do Norte,Natal,Veículo Oficial,64.00,"Sim
"
13467408,1,20170101,Brasil,Acre,Rio Branco,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,Veículo Oficial,12.00,"Sim
"
13467408,7,20170523,Brasil,Acre,Rio Branco,20171231,Brasil,Rio Grande do Norte,Natal,Rodoviário,222.00,"Sim
"
13467408,3,20170121,Brasil,Acre,Rio Branco,20170206,Brasil,Rio de Janeiro,Rio de Janeiro,Rodoviário,16.00,"Sim
"
13467408,8,20171231,Brasil,Rio Grande do Norte,Natal,20171231,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13467408,6,20170510,Brasil,Rio Grande do Norte,Natal,20170523,Brasil,Acre,Rio Branco,Rodoviário,0.00,"Não
"
13467408,4,20170206,Brasil,Rio de Janeiro,Rio de Janeiro,20170307,Brasil,Espírito Santo,Vitória,Veículo Oficial,29.00,"Sim
"
13467444,1,20170110,Brasil,Distrito Federal,Brasília,20170110,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Sim
"
13467485,1,20170102,Brasil,Roraima,Boa Vista,20170103,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Sim
"
13467701,2,20170128,Estados Unidos da América,,Nova York,20170129,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13467701,1,20170114,Brasil,Distrito Federal,Brasília,20170128,Estados Unidos da América,,Nova York,Aéreo,13.00,"Sim
"
13467716,1,20170128,Brasil,São Paulo,São Paulo,20170215,Países Baixos,,Amsterdam,Aéreo,0.00,"Sim
"
13467716,3,20170228,Alemanha,,Berlim,20170228,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13467716,2,20170215,Países Baixos,,Amsterdam,20170228,Alemanha,,Berlim,Ferroviário,0.00,"Não
"
13467719,2,20170112,Brasil,Rio Grande do Norte,Natal,20170112,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13467719,1,20170110,Brasil,Distrito Federal,Brasília,20170112,Brasil,Rio Grande do Norte,Natal,Aéreo,0.00,"Sim
"
13467765,2,20170318,Estados Unidos da América,,Nova York,20170319,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13467765,1,20170218,Brasil,Distrito Federal,Brasília,20170318,Estados Unidos da América,,Nova York,Aéreo,27.00,"Sim
"
13467815,2,20170121,Haiti,,Port-au-Prince,20170122,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13467815,1,20170113,Brasil,Distrito Federal,Brasília,20170121,Haiti,,Port-au-Prince,Aéreo,4.00,"Sim
"
13467929,2,20170217,Alemanha,,Berlim,20170217,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13467929,1,20170209,Brasil,Rio de Janeiro,Rio de Janeiro,20170217,Alemanha,,Berlim,Aéreo,0.00,"Sim
"
13467934,3,20170117,Brasil,Rio de Janeiro,Duque de Caxias,20170117,Brasil,Rio de Janeiro,Rio de Janeiro,Veículo Oficial,0.00,"Não
"
13467934,1,20170116,Brasil,Distrito Federal,Brasília,20170116,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13467934,2,20170116,Brasil,Rio de Janeiro,Rio de Janeiro,20170117,Brasil,Rio de Janeiro,Duque de Caxias,Veículo Oficial,1.00,"Sim
"
13467934,4,20170117,Brasil,Rio de Janeiro,Rio de Janeiro,20170117,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13468189,1,20170203,Brasil,São Paulo,São Paulo,20170223,Alemanha,,Berlim,Aéreo,0.00,"Sim
"
13468189,2,20170223,Alemanha,,Berlim,20170223,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13468299,1,20170219,Brasil,Distrito Federal,Brasília,20170224,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,5.00,"Sim
"
13468299,2,20170224,Brasil,Rio de Janeiro,Rio de Janeiro,20170224,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13468696,2,20170107,Brasil,Ceará,Fortaleza,20170107,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13468696,1,20170102,Brasil,Distrito Federal,Brasília,20170107,Brasil,Ceará,Fortaleza,Aéreo,5.00,"Sim
"
13468761,1,20170113,Omã,,Mascate,20170212,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13468761,2,20170212,Brasil,Distrito Federal,Brasília,20170214,Omã,,Mascate,Aéreo,0.00,"Não
"
13468799,2,20170120,Brasil,Minas Gerais,Uberlândia,20170120,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13468799,1,20170119,Brasil,Bahia,Salvador,20170120,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13468822,1,20170106,Brasil,Distrito Federal,Brasília,20170106,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Sim
"
13468822,2,20170106,Brasil,São Paulo,Guarulhos,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13468856,1,20170109,Brasil,Pernambuco,Recife,20170112,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13468856,2,20170112,Brasil,Distrito Federal,Brasília,20170112,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13468884,1,20170101,Brasil,Acre,Rio Branco,20170207,Brasil,Rio de Janeiro,Rio de Janeiro,Veículo Oficial,37.00,"Sim
"
13468884,3,20170207,Brasil,Acre,Rio Branco,20170207,Brasil,Acre,Cruzeiro do Sul,Aéreo,0.00,"Não
"
13468884,2,20170207,Brasil,Rio de Janeiro,Rio de Janeiro,20170207,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13469061,1,20170104,Brasil,Rio de Janeiro,Rio de Janeiro,20170105,Paraguai,,Assunção,Aéreo,0.00,"Sim
"
13469118,1,20170102,Brasil,Espírito Santo,Vitória,20170102,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13469132,2,20170111,Brasil,São Paulo,São Paulo,20170111,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13469132,1,20170108,Brasil,Distrito Federal,Brasília,20170111,Brasil,São Paulo,São Paulo,Aéreo,3.00,"Sim
"
13469214,1,20170105,Brasil,Distrito Federal,Brasília,20170112,Suíça,,Genebra,Aéreo,0.00,"Sim
"
13469227,1,20170105,Brasil,Distrito Federal,Brasília,20170112,Suíça,,Genebra,Aéreo,0.00,"Não
"
13469305,1,20170113,Estônia,,Tallin,20170120,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13469333,1,20170114,Suíça,,Genebra,20170119,Estados Unidos da América,,Washington,Aéreo,0.00,"Sim
"
13469342,1,20170114,Suíça,,Genebra,20170119,Estados Unidos da América,,Washington,Aéreo,0.00,"Não
"
13469365,1,20170114,Suíça,,Genebra,20170119,Estados Unidos da América,,Washington,Aéreo,0.00,"Não
"
13469366,1,20170114,Suíça,,Genebra,20170119,Estados Unidos da América,,Washington,Aéreo,0.00,"Não
"
13469367,1,20170114,Suíça,,Genebra,20170119,Estados Unidos da América,,Washington,Aéreo,0.00,"Não
"
13469442,1,20170116,Guatemala,,Cidade da Guatemala,20170121,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13469449,1,20170116,Guatemala,,Cidade da Guatemala,20170121,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13469531,1,20170111,Estados Unidos da América,,Washington,20170118,Japão,,Tóquio,Aéreo,0.00,"Sim
"
13469534,1,20170111,Estados Unidos da América,,Washington,20170118,Japão,,Tóquio,Aéreo,0.00,"Não
"
13469561,1,20170119,Brasil,Distrito Federal,Brasília,20170125,Países Baixos,,Amsterdam,Aéreo,0.00,"Sim
"
13469572,1,20170119,Brasil,Distrito Federal,Brasília,20170125,Países Baixos,,Amsterdam,Aéreo,0.00,"Não
"
13469581,1,20170119,Brasil,Distrito Federal,Brasília,20170125,Países Baixos,,Amsterdam,Aéreo,0.00,"Não
"
13469582,1,20170119,Brasil,Distrito Federal,Brasília,20170125,Países Baixos,,Amsterdam,Aéreo,0.00,"Não
"
13469602,2,20170110,Brasil,São Paulo,São Paulo,20170110,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13469602,1,20170108,Brasil,Distrito Federal,Brasília,20170110,Brasil,São Paulo,São Paulo,Aéreo,2.00,"Sim
"
13469621,1,20170119,Suíça,,Genebra,20170125,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13469627,1,20170119,Suíça,,Genebra,20170125,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13469628,1,20170119,Suíça,,Genebra,20170125,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13469770,1,20170104,Brasil,São Paulo,São José dos Campos,20170104,Brasil,São Paulo,Guarulhos,Veículo Oficial,0.00,"Não
"
13469770,4,20170104,Brasil,São Paulo,Guarulhos,20170104,Brasil,São Paulo,São José dos Campos,Veículo Oficial,0.00,"Não
"
13469770,3,20170104,Brasil,Rio de Janeiro,Rio de Janeiro,20170104,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13469770,2,20170104,Brasil,São Paulo,Guarulhos,20170104,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13469772,1,20170104,Brasil,São Paulo,São José dos Campos,20170104,Brasil,São Paulo,Guarulhos,Veículo Oficial,0.00,"Não
"
13469772,4,20170104,Brasil,São Paulo,Guarulhos,20170104,Brasil,São Paulo,São José dos Campos,Veículo Oficial,0.00,"Não
"
13469772,3,20170104,Brasil,Rio de Janeiro,Rio de Janeiro,20170104,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13469772,2,20170104,Brasil,São Paulo,Guarulhos,20170104,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13469774,1,20170125,Brasil,São Paulo,Ribeirão Preto,20170126,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13469774,2,20170126,Brasil,Minas Gerais,Uberlândia,20170126,Brasil,São Paulo,Ribeirão Preto,Aéreo,0.00,"Não
"
13469786,1,20170109,Brasil,Pará,Santarém,20170112,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13469786,2,20170112,Brasil,Distrito Federal,Brasília,20170113,Brasil,Pará,Santarém,Aéreo,0.00,"Não
"
13469811,2,20170210,Reino Unido,,Londres,20170219,Alemanha,,Berlim,Ferroviário,0.00,"Não
"
13469811,3,20170219,Alemanha,,Berlim,20170220,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13469811,1,20170205,Brasil,Rio de Janeiro,Rio de Janeiro,20170210,Reino Unido,,Londres,Aéreo,0.00,"Sim
"
13469866,2,20170116,Bélgica,,Bruxelas,20170117,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13469866,1,20170111,Brasil,Rio de Janeiro,Rio de Janeiro,20170116,Bélgica,,Bruxelas,Aéreo,0.00,"Sim
"
13469883,2,20170224,Brasil,Pernambuco,Petrolina,20170224,Brasil,Rio Grande do Norte,Natal,Aéreo,0.00,"Não
"
13469883,1,20170222,Brasil,Rio Grande do Norte,Natal,20170224,Brasil,Pernambuco,Petrolina,Aéreo,0.00,"Sim
"
13469888,1,20170208,Brasil,Rio Grande do Sul,Porto Alegre,20170221,Alemanha,,Berlim,Aéreo,0.00,"Sim
"
13469888,2,20170221,Alemanha,,Berlim,20170222,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13469996,1,20170205,Brasil,Distrito Federal,Brasília,20170217,Brasil,Sergipe,Aracaju,Aéreo,12.00,"Sim
"
13469996,2,20170217,Brasil,Sergipe,Aracaju,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13470008,1,20170131,Brasil,Rio de Janeiro,Rio de Janeiro,20170202,Moçambique,,Maputo,Aéreo,0.00,"Sim
"
13470098,4,20170217,Brasil,Rio Grande do Sul,Porto Alegre,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13470098,2,20170206,Brasil,Rio Grande do Sul,Porto Alegre,20170217,Brasil,Rio Grande do Sul,Faxinal do Soturno,Veículo Oficial,11.00,"Sim
"
13470098,1,20170206,Brasil,Distrito Federal,Brasília,20170206,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Sim
"
13470098,3,20170217,Brasil,Rio Grande do Sul,Faxinal do Soturno,20170217,Brasil,Rio Grande do Sul,Porto Alegre,Veículo Oficial,0.00,"Não
"
13470099,1,20170106,Brasil,Ceará,Fortaleza,20170108,Cabo Verde,,Praia,Aéreo,0.00,"Sim
"
13470124,1,20170102,Brasil,Distrito Federal,Brasília,20170106,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,4.00,"Sim
"
13470124,2,20170106,Brasil,Rio de Janeiro,Rio de Janeiro,20170106,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13470146,5,20171021,Brasil,Rio Grande do Sul,Porto Alegre,20171021,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13470146,1,20171015,Brasil,Minas Gerais,Diamantina,20171015,Brasil,Minas Gerais,Confins,Veículo Oficial,0.00,"Não
"
13470146,4,20171021,Brasil,Rio Grande do Sul,Rio Grande,20171021,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,0.00,"Não
"
13470146,2,20171015,Brasil,Minas Gerais,Confins,20171015,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13470146,3,20171015,Brasil,Rio Grande do Sul,Porto Alegre,20171021,Brasil,Rio Grande do Sul,Rio Grande,Rodoviário,6.00,"Sim
"
13470146,6,20171021,Brasil,Minas Gerais,Confins,20171021,Brasil,Minas Gerais,Diamantina,Veículo Oficial,0.00,"Não
"
13470184,1,20170109,Brasil,São Paulo,São Paulo,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13470184,2,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,20170109,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13470261,1,20170110,Brasil,Distrito Federal,Brasília,20170110,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Sim
"
13470309,4,20170223,Brasil,Paraíba,João Pessoa,20170223,Brasil,Paraíba,Campina Grande,Veículo Oficial,0.00,"Não
"
13470309,1,20170220,Brasil,Paraíba,Campina Grande,20170220,Brasil,Paraíba,João Pessoa,Veículo Oficial,0.00,"Não
"
13470309,2,20170220,Brasil,Paraíba,João Pessoa,20170223,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13470309,3,20170223,Brasil,Distrito Federal,Brasília,20170223,Brasil,Paraíba,João Pessoa,Aéreo,0.00,"Não
"
13470371,1,20170207,Brasil,Rio Grande do Sul,Porto Alegre,20170220,Alemanha,,Berlim,Aéreo,0.00,"Sim
"
13470371,2,20170220,Alemanha,,Berlim,20170221,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13470467,1,20170101,Brasil,Goiás,Goiânia,20170102,Brasil,Paraná,Foz do Iguaçu,Aéreo,1.00,"Sim
"
13470467,3,20170116,Brasil,Mato Grosso do Sul,Mundo Novo,20170116,Brasil,Paraná,Foz do Iguaçu,Veículo Oficial,0.00,"Não
"
13470467,4,20170116,Brasil,Paraná,Foz do Iguaçu,20170116,Brasil,Goiás,Goiânia,Aéreo,0.00,"Não
"
13470467,2,20170102,Brasil,Paraná,Foz do Iguaçu,20170116,Brasil,Mato Grosso do Sul,Mundo Novo,Veículo Oficial,14.00,"Sim
"
13470479,1,20170103,Brasil,Paraná,Curitiba,20170130,Brasil,Rio Grande do Sul,Uruguaiana,Aéreo,0.00,"Sim
"
13470479,2,20170130,Brasil,Rio Grande do Sul,Uruguaiana,20170130,Brasil,Paraná,Curitiba,Aéreo,0.00,"Não
"
13470776,1,20170120,Portugal,,Lisboa,20170126,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13470781,1,20170111,Brasil,Distrito Federal,Brasília,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,2.00,"Sim
"
13470781,2,20170113,Brasil,Rio de Janeiro,Rio de Janeiro,20170113,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13470785,1,20170120,Brasil,Distrito Federal,Brasília,20170127,China,,Pequim,Aéreo,0.00,"Sim
"
13470790,1,20170120,Brasil,Distrito Federal,Brasília,20170127,China,,Pequim,Aéreo,0.00,"Não
"
13470797,1,20170120,Brasil,Distrito Federal,Brasília,20170127,China,,Pequim,Aéreo,0.00,"Não
"
13470866,1,20170122,Japão,,Nagoya,20170129,Portugal,,Porto,Aéreo,0.00,"Sim
"
13470876,1,20170122,Japão,,Nagoya,20170127,Portugal,,Porto,Aéreo,0.00,"Não
"
13470893,1,20170124,Brasil,Distrito Federal,Brasília,20170129,Suíça,,Genebra,Aéreo,0.00,"Sim
"
13470911,1,20170112,Brasil,Rio Grande do Sul,Porto Alegre,20170112,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13470934,1,20170115,Brasil,Rio de Janeiro,Rio de Janeiro,20170121,Brasil,Bahia,Salvador,Aéreo,0.00,"Sim
"
13470934,2,20170121,Brasil,Bahia,Salvador,20170121,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13471014,4,20170228,Brasil,Rio Grande do Sul,Porto Alegre,20170228,Brasil,Rio Grande do Sul,Pelotas,Veículo Próprio,0.00,"Não
"
13471014,2,20170130,Brasil,Rio Grande do Sul,Porto Alegre,20170227,Portugal,,Porto,Aéreo,0.00,"Sim
"
13471014,1,20170130,Brasil,Rio Grande do Sul,Pelotas,20170130,Brasil,Rio Grande do Sul,Porto Alegre,Veículo Próprio,0.00,"Não
"
13471014,3,20170227,Portugal,,Porto,20170228,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13471046,1,20170107,Brasil,Distrito Federal,Brasília,20170114,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13471046,2,20170114,Brasil,Rio de Janeiro,Rio de Janeiro,20170114,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13471054,1,20170112,Brasil,Rio Grande do Sul,Porto Alegre,20170112,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13471062,2,20170119,Brasil,Minas Gerais,Juiz de Fora,20170119,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13471062,1,20170117,Brasil,Pernambuco,Recife,20170119,Brasil,Minas Gerais,Juiz de Fora,Aéreo,2.00,"Sim
"
13471095,1,20170107,Brasil,Mato Grosso do Sul,Campo Grande,20170308,Espanha,,Sevilha,Aéreo,0.00,"Sim
"
13471095,2,20170308,Espanha,,Sevilha,20170308,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471213,2,20170118,Reino Unido,,Londres,20170119,França,,Paris,Aéreo,1.00,"Sim
"
13471213,4,20170124,Noruega,,Oslo,20170124,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13471213,3,20170119,França,,Paris,20170124,Noruega,,Oslo,Aéreo,5.00,"Sim
"
13471213,1,20170114,Brasil,Rio de Janeiro,Rio de Janeiro,20170118,Reino Unido,,Londres,Aéreo,3.00,"Sim
"
13471278,1,20170107,Brasil,Mato Grosso do Sul,Campo Grande,20170308,Espanha,,Sevilha,Aéreo,0.00,"Sim
"
13471278,2,20170308,Espanha,,Sevilha,20170308,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471309,1,20170107,Brasil,Mato Grosso do Sul,Campo Grande,20170308,Espanha,,Sevilha,Aéreo,0.00,"Sim
"
13471309,2,20170308,Espanha,,Sevilha,20170308,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471323,1,20170107,Brasil,Mato Grosso do Sul,Campo Grande,20170308,Espanha,,Sevilha,Aéreo,0.00,"Sim
"
13471323,2,20170308,Espanha,,Sevilha,20170308,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471341,1,20170107,Brasil,Mato Grosso do Sul,Campo Grande,20170308,Espanha,,Sevilha,Aéreo,0.00,"Sim
"
13471341,2,20170308,Espanha,,Sevilha,20170308,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471360,1,20170107,Brasil,Mato Grosso do Sul,Campo Grande,20170308,Espanha,,Sevilha,Aéreo,0.00,"Sim
"
13471360,2,20170308,Espanha,,Sevilha,20170308,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471417,2,20170222,Brasil,Amazonas,Eirunepé,20170222,Brasil,Amazonas,Manaus,Aéreo,0.00,"Não
"
13471417,1,20170122,Brasil,Amazonas,Manaus,20170222,Brasil,Amazonas,Eirunepé,Aéreo,0.00,"Sim
"
13471425,1,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,20170115,Estados Unidos da América,,San Francisco - Califórnia,Aéreo,0.00,"Sim
"
13471437,1,20171030,Brasil,Minas Gerais,Confins,20171101,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Sim
"
13471437,2,20171101,Brasil,Rio Grande do Sul,Pelotas,20171101,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13471439,1,20170109,Brasil,Rio de Janeiro,Rio de Janeiro,20170116,Estados Unidos da América,,San Francisco - Califórnia,Aéreo,0.00,"Não
"
13471458,2,20170213,Brasil,Rondônia,Vilhena,20170213,Brasil,Amazonas,Manaus,Aéreo,0.00,"Não
"
13471458,1,20170104,Brasil,Amazonas,Manaus,20170213,Brasil,Rondônia,Vilhena,Aéreo,0.00,"Sim
"
13471530,1,20171023,Brasil,Minas Gerais,Confins,20171027,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Sim
"
13471530,2,20171027,Brasil,Rio Grande do Sul,Pelotas,20171027,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13471573,2,20170213,Brasil,Rondônia,Vilhena,20170213,Brasil,Amazonas,Manaus,Aéreo,0.00,"Não
"
13471573,1,20170104,Brasil,Amazonas,Manaus,20170213,Brasil,Rondônia,Vilhena,Aéreo,0.00,"Sim
"
13471616,1,20170119,Brasil,Minas Gerais,Belo Horizonte,20170120,Brasil,Minas Gerais,Uberlândia,Aéreo,0.00,"Sim
"
13471616,2,20170120,Brasil,Minas Gerais,Uberlândia,20170120,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13471637,1,20171023,Brasil,Minas Gerais,Confins,20171027,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Sim
"
13471637,2,20171027,Brasil,Rio Grande do Sul,Pelotas,20171027,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13471663,1,20171023,Brasil,Minas Gerais,Confins,20171027,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Sim
"
13471663,2,20171027,Brasil,Rio Grande do Sul,Pelotas,20171027,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13471670,1,20170130,Brasil,Mato Grosso do Sul,Campo Grande,20170203,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
13471670,2,20170203,Brasil,Distrito Federal,Brasília,20170203,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471685,1,20171023,Brasil,Minas Gerais,Confins,20171027,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Sim
"
13471685,2,20171027,Brasil,Rio Grande do Sul,Pelotas,20171027,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13471714,1,20171023,Brasil,Minas Gerais,Confins,20171027,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Sim
"
13471714,2,20171027,Brasil,Rio Grande do Sul,Pelotas,20171027,Brasil,Minas Gerais,Confins,Aéreo,0.00,"Não
"
13471739,2,20170101,Brasil,Rio Grande do Sul,Porto Alegre,20170114,Brasil,Amazonas,Manaus,Aéreo,0.00,"Sim
"
13471739,4,20170114,Brasil,Rio Grande do Sul,Porto Alegre,20170114,Brasil,Rio Grande do Sul,Santa Maria,Rodoviário,0.00,"Não
"
13471739,1,20170101,Brasil,Rio Grande do Sul,Santa Maria,20170101,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,0.00,"Não
"
13471739,3,20170114,Brasil,Amazonas,Manaus,20170114,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13471794,1,20170125,Brasil,Distrito Federal,Brasília,20170130,Nigéria,,Abuja,Aéreo,0.00,"Sim
"
13471811,1,20170220,Brasil,Mato Grosso do Sul,Campo Grande,20170223,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13471811,2,20170223,Brasil,Distrito Federal,Brasília,20170223,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,0.00,"Não
"
13471839,1,20170125,Portugal,,Lisboa,20170130,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
